user_id,usergender,dob
103529,1,1989-12-11
103538,0,1970-01-01
103539,1,1996-12-02
103565,1,1996-12-11
103566,1,1987-12-11
103572,1,1988-09-20
103597,1,1994-09-30
103600,1,1993-09-10
103602,1,1984-02-09
103612,1,1980-01-01
103676,1,1996-03-13
103691,1,1994-10-04
103743,1,1982-04-01
103778,1,1994-10-22
103786,1,1987-07-20
103801,1,1995-11-16
103829,1,1987-08-09
103835,0,1993-08-23
103836,1,1989-09-15
103842,1,1988-11-10
103876,1,1981-08-21
103883,1,1985-08-26
103886,1,1983-12-24
103895,2,1996-04-06
103897,1,1996-06-26
103915,2,1989-10-20
103938,1,1993-12-13
103976,1,1991-12-26
103998,1,1993-03-23
104000,1,1991-12-10
104010,2,1984-07-21
104043,1,1980-01-01
104078,1,1999-07-05
104093,1,1983-01-01
104121,1,1989-11-03
104169,1,1984-07-18
104211,1,1997-09-19
104221,1,1992-09-22
104238,1,1999-01-01
104244,2,1990-11-20
104277,1,1995-10-05
104282,1,1998-02-14
104285,1,1980-01-01
104286,2,1992-10-27
104289,1,1988-06-08
104290,1,1989-11-13
104293,1,1998-10-26
104325,1,1988-06-09
104329,1,1991-10-10
104332,1,1996-11-24
104354,1,1993-06-11
104365,1,1996-06-05
104367,2,1987-02-26
104380,2,1997-05-09
104420,1,1997-02-25
104452,2,1988-01-27
104453,1,1992-12-20
104454,1,1996-06-12
104507,1,1993-10-10
104524,1,1992-04-24
104525,1,1996-02-28
104533,1,1990-06-09
104541,1,1990-01-29
104560,1,1991-12-03
104611,2,1988-04-11
104626,1,1989-05-01
104650,2,1990-07-27
104655,1,1984-08-09
104675,2,1996-12-21
104677,2,1991-09-01
104680,1,1994-08-10
104705,1,1983-10-27
104723,1,1993-04-14
104726,1,1992-06-02
104740,1,1995-05-10
104771,1,1983-04-13
104773,2,1992-02-29
104774,2,1996-11-25
104810,1,1990-01-17
104812,1,1995-06-20
104815,0,1970-01-01
104830,1,1990-03-10
104848,1,1991-11-18
104882,1,1995-04-14
104892,2,1993-01-10
104914,2,1974-02-01
104927,1,1990-12-15
104935,1,1992-08-18
104944,1,1988-02-12
104992,1,1984-01-17
104996,2,1988-06-07
105000,2,1993-08-11
105009,2,1989-05-30
105013,1,1995-10-28
105017,1,1983-12-22
105024,1,1992-11-10
105044,1,1987-08-16
105053,1,2000-06-28
105071,1,1997-07-13
105079,1,1995-10-10
105099,1,1995-10-05
105119,1,1993-10-12
105131,1,1988-12-30
105141,1,1991-01-28
105163,2,1997-04-23
105173,0,1970-01-01
105210,1,1996-06-26
105227,1,1994-01-14
105231,1,1994-10-19
105244,1,1990-07-19
105246,2,1970-01-01
105251,1,1992-01-27
105252,2,1987-09-29
105261,1,1991-10-16
105266,1,1993-10-30
105288,1,1992-10-22
105294,1,1982-04-17
105321,1,1991-10-01
105361,1,2000-09-30
105392,1,1984-04-16
105411,1,1988-08-27
105424,1,1992-09-30
105489,1,1993-11-10
105497,1,1994-09-12
105526,1,1990-07-28
105530,2,1996-01-13
105558,1,1995-12-03
105560,2,1991-08-10
105567,1,1990-12-23
105585,1,1990-10-20
105596,2,1990-11-03
105622,2,1994-09-05
105629,0,1994-08-11
105630,2,1993-10-12
105632,1,1985-09-28
105638,1,1992-08-08
105662,1,1992-09-09
105667,2,1989-07-27
105680,2,1980-02-15
105705,2,1991-01-26
105727,2,1983-04-22
105732,2,1993-11-13
105740,1,1994-01-16
105784,1,1988-08-08
105926,1,1996-03-20
105927,0,1970-01-01
105938,1,1994-10-25
105944,1,1993-10-27
105951,2,1995-05-15
105960,1,1991-01-28
105976,1,1985-10-13
106003,2,2005-11-21
106026,1,1989-11-13
106027,0,1970-01-01
106037,2,1994-01-01
106051,1,1998-06-28
106062,2,1992-11-17
106117,1,1992-08-26
106127,1,1988-04-07
106136,2,1993-06-23
106168,2,1991-12-07
106183,2,1985-04-24
106207,2,1996-09-16
106214,1,1991-12-08
106221,2,1992-10-24
106227,1,1994-12-08
106230,1,1988-05-07
106232,2,1991-12-06
106241,1,1997-10-02
106249,2,1980-01-01
106254,1,1991-07-27
106303,1,1988-09-20
106308,1,1992-02-01
106333,1,1997-05-21
106354,2,1992-01-20
106362,2,1935-09-02
106363,1,1992-11-19
106401,2,1999-12-12
106410,1,1979-10-30
106418,2,2000-11-23
106436,2,1998-05-25
106437,1,1985-08-18
106458,1,1994-06-07
106469,2,1999-10-07
106472,1,1986-02-19
106487,1,1992-10-16
106490,1,1995-05-21
106493,1,1993-03-15
106513,1,1996-12-23
106520,1,1992-10-26
106533,1,1992-04-06
106541,2,1994-01-27
106547,2,1992-09-11
106554,1,1992-11-22
106558,2,1994-06-08
106563,1,1989-08-24
106579,2,1996-01-15
106580,1,1997-04-06
106594,1,1996-05-22
106661,2,1987-04-24
106676,2,1985-08-12
106707,1,1984-06-25
106741,1,1994-07-10
106748,1,1985-09-10
106752,2,1999-10-14
106765,2,1993-01-04
106766,1,1995-01-26
106768,1,1991-02-25
106771,1,1988-08-01
106772,1,1997-03-22
106789,1,1984-07-23
106822,1,1988-11-20
106837,2,1991-03-08
106891,2,1990-07-05
106899,1,1983-04-20
106906,2,1995-11-28
106945,1,1990-09-14
106950,1,1995-11-10
106952,1,1997-11-27
106955,1,1991-10-28
106958,2,1996-04-22
106980,1,1988-01-01
106993,1,1997-10-20
107000,1,1993-11-27
107007,1,1990-04-14
107019,1,1991-01-01
107073,1,1985-09-02
107082,2,1986-11-05
107093,2,1991-02-13
107111,2,1994-10-22
107113,1,1997-10-30
107129,1,1988-01-03
107142,2,1996-10-12
107186,1,1992-10-29
107234,1,1992-06-12
107241,1,1995-04-22
107250,1,1985-08-18
107271,1,1983-01-31
107277,1,1995-09-15
107292,1,1994-03-08
107315,1,1994-05-04
107340,2,1996-07-14
107344,1,1990-04-19
107355,1,1991-05-08
107364,1,1993-01-28
107391,1,1997-09-12
107392,1,2001-07-02
107399,1,1998-12-14
107401,1,1988-11-20
107413,2,1996-09-27
107420,1,1989-12-11
107431,2,1988-11-04
107480,1,1995-07-30
107481,2,1994-12-06
107499,0,1970-01-01
107507,1,2000-01-27
107509,1,1997-04-12
107511,2,1983-09-24
107515,1,1988-12-07
107518,2,1994-01-05
107521,1,1993-07-27
107523,0,1970-01-01
107541,1,1998-06-10
107564,1,1992-01-26
107573,1,1987-06-26
107580,2,1996-05-20
107590,1,1993-09-08
107595,1,1982-01-25
107603,1,1985-04-12
107612,1,1985-08-20
107623,0,1970-01-01
107641,1,1992-10-23
107645,2,1991-04-25
107648,1,1997-12-25
107680,1,1996-10-24
107686,0,1997-11-13
107688,0,1970-01-01
107695,1,1990-11-20
107702,2,1992-06-28
107720,2,1995-11-20
107728,1,1997-05-01
107734,1,1990-12-25
107801,2,1998-11-11
107805,2,1996-05-27
107852,2,1991-01-12
107897,1,1984-12-15
107903,1,1992-10-11
107907,1,1998-12-03
107913,1,1994-06-25
107921,1,1981-04-20
107929,2,1993-08-07
107941,2,1995-10-28
107962,1,1978-03-15
107970,1,1996-12-17
107981,0,1970-01-01
107986,1,1992-06-04
108004,1,1985-01-01
108013,0,1970-01-01
108015,2,1994-11-29
108033,1,1995-08-29
108042,1,1992-08-06
108047,1,1993-07-25
108073,1,1993-08-30
108090,1,1993-10-17
108096,1,1984-01-06
108099,1,1997-06-01
108105,2,1995-12-21
108124,0,1970-01-01
108131,2,1994-06-09
108137,2,1990-03-15
108144,0,1970-01-01
108160,0,1970-01-01
108164,1,1994-10-15
108168,2,1994-02-12
108173,1,1984-05-20
108175,1,1994-09-09
108178,2,1988-10-23
108233,2,1991-06-22
108253,2,1996-02-19
108264,2,1992-09-14
108265,1,1993-08-14
108291,1,1992-11-16
108299,2,1984-09-29
108316,1,1994-12-31
108327,1,1983-10-28
108355,2,1992-12-24
108369,2,1996-11-30
108386,1,1991-07-03
108403,1,1992-10-22
108404,1,1984-02-05
108412,2,2000-02-14
108420,1,1995-07-22
108455,1,1988-07-19
108489,1,2000-04-19
108498,1,2002-05-03
108506,1,1998-02-07
108549,1,1999-05-29
108550,2,1997-12-02
108555,1,1992-05-10
108566,2,1978-10-10
108572,0,1970-01-01
108590,2,1994-09-02
108613,2,1991-07-13
108614,1,1993-09-22
108615,2,1995-09-12
108621,2,1993-08-23
108623,2,1988-10-10
108637,2,1988-01-01
108650,1,1991-02-06
108661,1,1981-10-13
108720,1,1982-12-28
108754,2,1994-03-08
108756,1,1997-02-26
108776,2,1996-04-16
108797,0,1970-01-01
108827,1,1988-09-28
108829,0,1992-11-02
108848,1,1981-04-05
108851,2,1991-10-14
108864,1,1981-02-23
108877,1,1995-05-04
108878,1,1995-10-23
108904,2,1987-06-12
108935,1,1996-08-03
108937,1,1992-05-10
108975,1,1993-09-26
109011,2,1991-11-02
109014,0,1970-01-01
109026,1,1990-12-05
109038,2,1988-09-20
109054,2,1997-04-17
109064,2,1993-10-17
109072,1,1991-08-11
109088,2,1995-06-14
109107,1,1935-01-01
109108,2,1992-05-25
109139,2,1996-09-05
109156,2,1993-06-11
109157,2,1994-04-29
109163,2,1994-10-02
109180,2,1993-05-22
109196,1,1994-08-28
109214,2,1994-01-25
109221,1,1990-03-14
109233,1,1989-09-09
109236,2,1991-10-09
109253,1,1980-01-01
109256,2,1992-09-17
109262,2,1996-05-10
109280,1,1990-10-17
109287,1,1990-08-04
109320,1,1990-06-25
109337,1,1988-02-20
109339,2,1996-11-23
109345,1,1995-01-31
109374,2,1993-06-29
109428,1,1995-08-26
109440,2,1986-03-15
109452,2,1988-07-05
109458,2,1990-02-14
109459,2,1998-01-01
109475,1,2000-04-01
109481,2,1998-11-29
109490,1,1984-07-17
109510,2,1999-04-10
109543,2,1994-06-14
109553,1,1990-12-12
109597,1,1994-01-10
109598,1,1992-01-24
109600,2,1997-10-25
109624,2,1991-11-17
109635,2,1995-09-26
109640,2,1983-05-07
109669,2,1996-03-08
109682,1,1935-01-01
109686,1,1981-10-26
109689,2,1999-04-05
109695,1,1991-10-01
109733,1,1991-12-02
109735,0,1970-01-01
109757,1,1980-07-16
109767,1,1983-05-12
109771,1,1988-01-10
109781,1,1991-05-20
109789,1,1989-12-02
109807,1,1990-06-09
109812,1,1980-01-01
109813,2,1978-06-16
109828,2,1995-12-25
109856,1,1992-08-15
109868,1,1992-12-31
109895,1,1995-08-24
109898,1,1996-01-09
109928,1,1989-08-26
109977,1,1993-11-20
109987,2,1992-08-20
110024,1,1990-10-13
110026,1,1990-01-06
110076,1,1993-04-01
110077,2,1995-11-21
110078,1,1989-09-02
110086,1,1990-12-30
110093,2,1987-03-26
110104,1,1988-05-01
110106,2,1988-11-05
110128,1,1990-01-26
110130,1,1990-11-30
110139,1,1991-03-28
110150,1,1995-12-11
110157,1,1987-09-01
110159,1,2001-06-06
110164,2,1992-10-05
110176,1,1994-01-01
110177,2,1988-12-16
110187,1,1992-03-13
110195,2,1993-08-11
110204,1,1993-09-19
110205,2,1994-05-25
110213,1,1986-01-01
110218,1,1992-03-23
110227,1,1992-04-10
110252,1,1996-03-08
110254,1,1991-12-08
110262,2,1981-11-20
110272,2,1994-08-15
110283,0,1992-04-11
110303,1,1992-11-27
110315,1,1993-05-23
110338,0,1970-01-01
110349,1,1994-11-25
110377,2,1992-12-07
110378,0,1970-01-01
110382,2,1993-02-19
110385,2,1990-08-03
110386,2,1988-08-09
110390,1,1986-11-17
110473,1,1989-09-10
110479,1,1999-03-24
110498,1,1987-10-01
110525,2,1990-10-31
110532,2,1994-09-29
110566,1,1989-12-13
110570,2,1993-11-13
110583,1,1999-09-04
110594,2,1991-12-28
110600,2,1993-03-05
110612,1,1990-01-01
110643,1,1991-01-01
110644,2,1993-04-13
110651,1,1979-04-15
110684,1,1993-04-29
110694,2,1991-07-02
110703,2,1996-07-18
110704,2,1992-06-10
110775,1,1980-01-01
110777,0,1970-01-01
110784,1,1994-07-27
110805,1,1996-07-15
110813,1,1992-04-27
110819,2,1984-03-05
110823,2,1991-05-14
110838,2,1980-08-16
110843,2,1991-07-25
110851,2,1983-11-28
110866,1,1980-01-01
110867,1,1986-07-27
110872,1,1983-01-27
110873,1,1998-11-16
110884,2,1993-01-25
110887,1,1994-06-20
110905,2,1992-04-18
110927,2,1988-01-01
110928,1,1988-08-11
110944,1,2000-01-17
110947,2,1994-02-01
110956,2,1990-02-02
110968,1,1989-11-25
111002,2,1986-09-08
111004,1,1992-12-31
111012,2,1996-04-02
111021,2,1996-03-30
111099,2,1990-03-01
111168,2,1980-08-10
111172,1,1990-07-20
111183,1,1989-04-24
111188,1,1995-04-27
111193,1,1993-06-17
111202,1,1991-03-25
111236,1,1992-01-01
111251,2,2003-05-27
111253,1,1995-09-29
111279,2,1992-12-29
111291,2,1993-10-09
111301,2,1993-02-09
111304,1,1998-10-02
111308,2,1984-10-27
111313,1,1994-09-15
111332,1,1969-12-29
111357,1,1989-11-16
111359,1,1997-09-27
111383,2,1991-05-11
111388,1,1994-10-11
111392,2,1997-08-11
111410,0,1981-05-31
111419,2,1992-12-05
111421,2,1998-05-30
111433,1,1990-01-06
111441,2,1980-01-01
111492,2,1991-07-23
111496,1,1986-10-18
111513,2,1986-01-16
111521,2,1983-11-23
111527,2,1987-01-04
111547,2,1994-11-08
111559,0,1970-01-01
111575,2,1991-07-13
111581,2,1993-06-16
111590,2,1992-10-27
111591,0,1998-06-14
111597,1,1988-01-01
111604,2,1990-12-31
111620,2,1994-11-04
111640,2,1993-02-03
111705,1,1991-07-11
111715,1,1990-10-01
111724,2,1995-01-29
111733,1,1997-11-16
111734,2,1979-12-07
111740,1,1987-05-29
111775,2,1994-08-02
111793,1,1997-07-31
111799,1,1990-09-09
111814,0,1970-01-01
111815,1,1990-12-19
111836,2,1995-05-03
111877,1,1997-11-07
111914,2,1991-10-28
111922,1,1993-10-29
111952,1,1991-01-25
111959,2,1996-06-01
111989,1,1989-10-17
111992,2,1995-10-20
111996,2,1945-04-01
112007,2,1992-02-29
112012,1,1988-09-24
112024,1,1989-05-29
112041,1,1995-02-06
112055,1,1986-08-10
112058,1,1992-10-19
112086,2,1982-05-12
112089,2,1995-05-26
112091,2,1990-08-01
112107,2,1994-11-13
112113,2,1978-06-22
112150,1,1987-10-03
112152,1,1991-03-28
112179,1,1998-08-15
112181,1,1988-08-27
112183,2,1987-06-15
112184,1,1993-09-05
112185,2,1993-12-04
112202,2,2001-11-28
112252,1,1990-06-07
112255,1,1996-10-26
112289,2,1997-10-19
112337,2,1989-02-20
112351,1,1996-04-10
112354,2,1999-10-31
112363,1,1995-01-01
112369,2,1994-04-06
112371,2,1995-12-18
112372,1,1998-03-14
112377,2,1995-09-09
112380,0,1990-08-24
112384,1,1997-02-11
112398,1,1991-10-24
112428,0,1970-01-01
112442,2,1995-05-03
112456,1,1991-11-04
112469,1,1991-08-10
112490,1,1992-01-04
112519,1,1996-06-13
112587,1,1990-05-23
112616,2,1992-11-23
112633,1,1992-09-29
112714,2,1993-03-25
112724,2,1994-05-31
112734,1,1992-03-20
112752,2,1992-02-29
112760,2,1995-01-01
112773,1,1979-07-14
112777,2,1995-04-29
112782,1,1985-03-03
112795,1,1995-08-27
112806,1,1990-05-02
112808,2,1994-01-24
112823,2,1995-04-22
112824,2,1985-10-20
112858,2,1989-06-25
112865,2,2000-09-03
112876,1,1991-03-30
112904,1,1992-02-24
112916,1,1978-06-01
112917,1,1988-06-21
112947,1,1987-10-27
112949,1,1994-02-25
112956,1,1993-01-01
112968,1,1995-10-23
112974,1,1996-09-20
112988,2,1984-04-19
113035,2,1990-03-17
113052,1,1980-01-01
113064,0,1970-01-01
113117,2,1995-08-01
113143,2,1995-07-22
113190,2,1990-07-24
113199,0,1970-01-01
113200,1,1990-05-10
113239,1,1990-01-01
113249,1,1942-03-19
113265,1,1988-04-05
113266,2,1990-10-30
113273,2,1990-03-30
113275,2,2001-08-19
113280,0,1983-12-23
113283,1,2000-07-13
113285,2,1993-08-14
113307,1,1985-12-07
113323,2,1990-02-14
113328,1,1993-11-20
113332,2,1990-08-12
113335,1,1993-11-29
113336,2,1993-08-06
113351,1,1993-09-23
113358,1,1980-01-01
113411,1,1992-08-05
113428,1,1991-06-10
113432,1,1989-01-25
113462,1,1987-10-02
113499,2,1990-12-29
113505,2,1990-01-05
113518,2,1979-11-23
113526,1,1989-01-07
113543,1,1998-05-25
113547,1,1991-08-30
113556,2,1992-09-15
113562,1,1999-01-22
113563,0,1970-01-01
113569,2,1987-02-28
113575,2,1992-06-23
113595,1,1980-01-01
113614,1,1974-06-17
113619,1,1978-04-16
113637,1,1993-05-18
113651,2,1992-01-01
113655,2,1993-11-07
113662,2,1983-10-22
113697,2,1991-01-01
113714,2,2000-09-24
113731,2,1990-12-16
113745,1,1990-11-28
113791,1,1993-11-09
113792,2,1997-08-23
113795,2,1990-09-01
113796,1,1991-12-01
113803,2,1987-07-05
113828,1,1990-06-19
113831,2,1992-07-21
113832,2,1984-03-24
113845,1,1993-12-09
113860,1,1994-01-14
113873,1,1985-11-29
113892,1,1992-03-01
113896,1,1999-05-04
113935,1,1985-02-21
113941,2,1996-05-07
113949,0,1970-01-01
113957,1,1989-01-10
113960,1,1987-12-25
113973,2,1912-09-24
114022,2,1994-09-27
114027,2,1992-12-01
114034,1,1987-01-08
114042,1,1991-08-13
114054,1,1994-06-05
114061,1,1999-06-13
114062,2,1979-01-01
114064,2,1985-01-01
114116,1,1996-06-23
114120,1,1994-07-31
114127,1,1992-08-02
114139,1,1992-09-09
114202,2,1993-11-21
114212,1,1985-09-01
114243,2,1993-07-03
114245,2,1989-04-07
114269,1,1996-03-28
114282,2,1994-08-29
114287,1,1986-06-08
114299,2,1990-06-30
114338,2,1990-01-01
114346,2,1984-01-30
114348,2,2000-03-25
114359,1,1988-06-11
114406,2,1980-04-12
114444,1,1990-09-09
114452,2,1980-01-01
114486,1,1996-06-26
114499,2,1990-11-14
114506,2,1994-03-01
114515,2,1991-09-30
114518,2,1991-01-25
114522,2,1994-08-31
114535,2,1989-12-13
114539,1,1987-04-23
114578,1,1988-08-08
114581,1,1987-04-11
114602,2,2000-01-01
114606,1,1994-12-01
114607,0,1970-01-01
114644,1,1993-05-15
114650,2,1991-03-15
114651,2,2002-10-31
114656,2,1992-11-03
114670,1,1997-01-01
114672,2,1988-02-17
114691,2,1997-06-06
114701,1,1992-10-10
114741,1,1986-03-24
114774,1,2000-12-02
114794,1,1995-11-11
114883,1,1992-07-08
114916,1,1993-09-13
114921,2,1995-05-05
114932,1,1993-06-04
114940,1,1990-01-09
114963,2,1990-01-01
114973,2,1999-06-27
114974,2,1987-03-23
115012,1,1987-11-28
115051,1,1995-08-18
115084,1,1992-02-07
115117,2,1992-05-01
115147,0,1990-03-28
115152,1,1993-05-01
115198,1,1994-03-16
115202,1,1987-02-08
115213,2,1997-11-05
115220,1,1995-08-24
115249,2,1990-04-14
115253,2,1993-03-12
115257,2,1998-04-07
115274,1,1991-06-12
115287,1,1992-09-24
115302,2,1989-09-03
115305,1,1992-09-09
115306,2,1991-05-12
115312,2,1991-01-16
115314,1,1988-12-21
115344,1,1995-07-01
115358,1,1996-10-19
115379,1,1988-12-31
115408,2,1996-04-20
115454,1,1980-01-01
115463,2,1981-11-22
115484,2,1997-12-06
115499,2,1987-11-09
115502,2,1996-01-14
115519,1,1994-12-05
115538,1,2000-01-06
115552,2,1994-12-19
115595,1,1991-10-27
115603,1,1991-12-06
115604,2,1987-04-30
115614,1,1988-11-14
115623,0,1970-01-01
115632,1,1997-04-30
115651,0,1970-01-01
115658,2,1994-06-29
115678,1,1993-09-10
115702,2,1991-06-14
115731,2,1992-08-14
115776,1,1993-01-08
115778,2,1993-10-14
115784,1,1990-10-17
115809,2,1992-01-12
115853,1,1993-12-27
115870,2,1999-10-14
115892,1,1993-12-03
115895,1,1989-10-28
115908,2,1992-04-15
115912,2,1995-06-12
115922,2,1994-06-03
115945,1,1993-09-08
115951,1,1995-10-14
115965,2,1995-01-06
115982,1,1996-09-11
115989,1,1995-12-15
115998,2,1993-01-24
116000,1,1994-11-29
116007,1,1981-03-04
116041,1,1995-10-04
116075,2,2000-07-13
116087,2,1984-09-06
116103,1,1995-12-26
116108,0,1970-01-01
116140,2,1982-06-01
116143,2,1993-03-24
116153,1,1995-07-01
116185,2,1990-08-30
116194,2,1994-04-03
116196,2,1994-08-16
116201,2,1985-04-25
116242,1,1993-07-18
116268,1,1990-01-01
116300,2,1984-01-22
116309,1,1994-10-11
116311,2,1990-07-31
116314,0,1989-01-27
116331,0,1979-12-31
116347,2,1996-04-10
116391,2,1997-03-26
116407,1,1956-01-01
116554,2,1994-12-20
116555,1,1991-09-22
116560,1,1991-07-22
116581,1,1992-01-01
116585,1,1987-12-22
116590,1,1992-10-05
116597,2,1993-01-15
116622,2,1989-11-27
116625,1,1983-08-20
116626,2,1995-12-23
116630,2,1998-10-09
116655,0,1970-01-01
116660,1,1992-07-14
116669,2,1992-05-09
116676,2,1994-04-11
116682,1,1993-12-12
116688,1,1998-12-21
116694,2,1997-11-20
116698,1,1989-12-05
116708,1,1990-08-13
116715,2,1995-03-30
116742,2,1984-01-30
116743,2,1992-01-15
116770,2,1992-10-18
116776,2,1995-09-24
116790,2,1989-10-09
116795,1,2002-10-26
116800,0,1993-09-03
116803,2,1993-06-22
116806,2,1991-05-19
116829,2,1995-02-09
116834,1,1999-12-17
116856,2,1994-03-19
116876,1,1993-07-31
116894,2,1993-12-13
116916,2,1990-04-15
116938,1,1998-04-06
116945,2,1912-01-01
116951,2,1991-09-18
116976,2,1995-08-14
116977,2,1986-06-27
116978,1,1992-04-20
116988,1,1992-01-01
117024,2,1995-12-31
117058,1,1994-03-18
117109,1,1987-01-12
117139,1,1997-07-09
117147,2,1987-08-14
117169,2,1993-05-07
117199,2,1987-07-18
117203,1,1995-12-09
117227,2,1984-09-05
117238,1,1987-07-26
117244,1,1994-06-10
117259,1,1994-02-18
117271,1,1997-03-17
117274,2,1994-07-11
117275,2,2000-02-29
117279,1,1989-04-14
117283,0,1970-01-01
117288,2,1993-08-06
117329,1,1980-01-01
117344,2,1992-06-10
117361,1,1996-05-14
117390,2,1995-03-23
117453,2,1995-11-28
117502,0,1987-12-04
117519,1,1991-10-22
117546,1,2000-10-29
117613,2,1988-01-01
117678,1,1990-01-01
117696,2,1993-12-20
117703,2,1994-06-06
117730,2,2001-12-21
117739,1,1991-02-20
117743,2,1992-12-16
117745,1,1990-05-05
117776,1,1990-01-01
117783,2,1994-11-06
117826,2,1990-12-14
117827,1,1995-08-17
117854,2,1997-09-29
